"","Trade.Name","City","Reviews","Number_of_Reviews"
"11295","NATURAL MINI MARKET","BROOKLYN",4.8,46
"11296","NATURAL OASIS MARKET","ROCHESTER",4.9,125
"11297","NATURAL PLUS","BROOKLYN",0,0
"11298","NATURAL VALLEY MARKET","BROOKLYN",4.5,39
"11299","NATURE FARM SUPERMARKET","LITTLE NECK",4.8,10
"11300","NATURE REMEDY","ELLICOTTVILLE",4.9,11
"11301","NATUREGIRL INDUSTRIES","BELLMORE",0,0
"11302","NATURES DELITE","BROOKLYN",5,2
"11303","NATURES DESIGN","WHITNEY POINT",3.3,4
"11304","NATURES DETOX JUICE BAR","JAMAICA",3.9,42
"11305","NATURES EMPORIUM","BROOKLYN",3.9,11
"11306","NATURES GOURMET DELI AN","BROOKLYN",4.6,29
"11307","NATURES PANTRY","FLORAL PARK",0,0
"11308","NATURES REMEDY","ALLEGANY",4.5,6
"11309","NATURES STOREHOUSE","CANTON",4.7,17
"11310","NATUZZI BROS ICE","JAMAICA",0,0
"11311","NATY FOOD","NEW YORK",4.2,9
"11312","NAVARINO ORCHARD","SYRACUSE",4.8,175
"11313","NAVO FOOD","BROOKLYN",0,0
"11314","NAVRUZ SUPERMARKET","BROOKLYN",3.9,24
"11315","NAYELIS DELI GROCERY","PATCHOGUE",0,0
"11316","NB DELI GROCERY","BROOKLYN",5,NA
"11317","NBA GLATT MARKET","FRESH MEADOWS",5,6
"11318","NBT SERVICE CENTER","EAST GREENBUSH",4.4,47
"11319","NC COUNTRY STORE","BROOKLYN",4.4,65
"11320","NDIARE ENTERPRISES","NEW YORK",0,0
"11321","NECTAR HILLS FARM 04/01","SCHENEVUS",5,2
"11322","NEEDI SNACKS","ALBANY",0,0
"11323","NEIGHBORHOOD BROTHERS D","BROOKLYN",0,0
"11324","NEIGHBORHOOD DELI GROCY","BROOKLYN",0,0
"11325","NEIGHBORHOOD DISCOUNT 9","HAVERSTRAW",5,3
"11326","NEIGHBORHOOD MINI MKT","ROCHESTER",3.6,8
"11327","NEIGHBORS DELI GROCERY","ELMSFORD",0,0
"11328","NEILS NATURAL MARKET","FLUSHING",5,27
"11329","NELLY MINI MARKET","BRONX",0,0
"11330","NELLYS DELI GROCERY","BRONX",0,0
"11331","NELSON CORNER FOOD MART","STATEN ISLAND",4.5,8
"11332","NEPALI FD MKT & REST","ROCHESTER",0,0
"11333","NEPPERHAN GROCERY & DEL","YONKERS",0,0
"11334","NEPTUNE DELI GROCERY","BROOKLYN",4.3,15
"11335","NEPTUNE FOOD","BROOKLYN",4,786
"11336","NEREID GOURMET DELI","BRONX",4.3,9
"11337","NESCONSET SMOKE SHOP","NESCONSET",4.5,15
"11338","NET COST MARKET","BROOKLYN",0,0
"11339","NET COST MARKETS","STATEN ISLAND",4.2,683
"11340","NETTIES COUNTRY BAKERY","CENTER MORICHES",4.9,144
"11341","NEUFFERS DELI","BOLTON LANDING",4.6,46
"11342","NEUHAUS","NEW YORK",0,0
"11343","NEVADA SUBS NEWSSTAND","BROOKLYN",0,0
"11344","NEVERSINK GENERAL STORE","NEVERSINK",4.5,165
"11345","NEVINS GOURMET DELI","BROOKLYN",4.4,32
"11346","NEW 45 FARM","NEW YORK",0,0
"11347","NEW A+ GOURMET DELI","CORONA",0,0
"11348","NEW ABC CONVENIENCE STO","OAKLAND GARDENS",4.3,4
"11349","NEW ADAM DELI GROCERY","BROOKLYN",4.3,7
"11350","NEW AGE MARKETS","FLUSHING",3.7,325
"11351","NEW AL HABIB MEAT&GRCY","BELLEROSE",3.6,36
"11352","NEW AL-SALIM HALAL MEAT","JACKSON HEIGHTS",3.2,5
"11353","NEW AMERICAN DELI AND G","SOUTH OZONE PARK",4.5,86
"11354","NEW AMIN GROC&HALAL MT","RICHMOND HILL",0,0
"11355","NEW ANDREW FISH MARKET","BROOKLYN",4.3,245
"11356","NEW APNA SOHNA BAZAAR","SOUTH OZONE PARK",4,49
"11357","NEW ASIAN FOOD MARKET","ALBANY",4.1,327
"11358","NEW ASIAN FOOD PRODUCTS","FLUSHING",0,0
"11359","NEW ATHENS MARKET","BROOKLYN",5,7
"11360","NEW BAXTER DELI","ELMHURST",4.1,8
"11361","NEW BERGEN GOURMET DELI","BROOKLYN",4,26
"11362","NEW BEST FRUIT MKT","BROOKLYN",3.8,40
"11363","NEW BEST SUSHI WORLD","BRONX",0,0
"11364","NEW BEST SUSHI WORLD  8","HAUPPAUGE",0,0
"11365","NEW BEST UTICA MARKET","BROOKLYN",4.1,52
"11366","NEW BLONDIE FOOD","BROOKLYN",4.6,38
"11367","NEW BLONDIE FOOD 3","STATEN ISLAND",0,0
"11368","NEW BM DELI & GROCERY","BRONX",0,0
"11369","NEW BREMEN GENERAL STOR","LOWVILLE",4,4
"11370","NEW BRIGHTON TRADING","BROOKLYN",0,0
"11371","NEW BRONX HALAL MEAT MA","BRONX",4,2
"11372","NEW BROOKLYN DELI","BROOKLYN",0,0
"11373","NEW BROTHERS GROCERY","BROOKLYN",4,3
"11374","NEW CARROLL GROCERY & D","BROOKLYN",3.3,8
"11375","NEW CASTLE AUTO CENTER","CHAPPAQUA",2.3,3
"11376","NEW CASTLETON DELI & GR","STATEN ISLAND",0,0
"11377","NEW CHUNG HING MEATS","NEW YORK",4.2,59
"11378","NEW CITY GAS MART","NEW CITY",4,NA
"11379","NEW CITY MARKET","BUFFALO",1,NA
"11380","NEW CITY SERVICE MART","NEW CITY",3.3,12
"11381","NEW DAINTY FOOD MART","JAMAICA",4.7,3
"11382","NEW DAY COFFEE ROASTERS","N TONAWANDA",4.9,29
"11383","NEW DAY GROCERY","NEW YORK",4.7,229
"11384","NEW DELI FOOD","BROOKLYN",3.6,7
"11385","NEW DELI GROCERY THE","CORONA",4.2,23
"11386","NEW DHAKA GROCERY&HALAL","BROOKLYN",4.8,8
"11387","NEW DOLLAR SMART","BRONX",4.6,9
"11388","NEW DORP DELI","STATEN ISLAND",2.3,3
"11389","NEW DORP SMOKE AND VAPE","STATEN ISLAND",0,0
"11390","NEW DREAMLAND DELI","RIDGEWOOD",4.7,15
"11391","NEW DYRE DELI","BRONX",4.1,31
"11392","NEW EASTERN II FRT&VGTB","BROOKLYN",4.1,120
"11393","NEW EMPIRE DELI & GROCE","FRESH MEADOWS",4.3,9
"11394","NEW ENGLEWOOD GROCERIES","BUFFALO",4.6,10
"11395","NEW EVELINA GROCERY","BROOKLYN",4.7,6
"11396","NEW FATIMA HALAL MEAT A","BAY SHORE",4.5,71
"11397","NEW FINEST DELI","NEW YORK",0,0
"11398","NEW FIREHOUSE DELI AND","RIDGEWOOD",4.5,328
"11399","NEW FISH TREE","NEW YORK",3.6,13
"11400","NEW FOODS OF INDIA","NEW YORK",4.4,35
"11401","NEW FORDHAM FOOD PLAZA","BRONX",0,0
"11402","NEW FRESH FRUITS & VEGE","BROOKLYN",0,0
"11403","NEW FRIENDS GOURMET DEL","BROOKLYN",4,3
"11404","NEW FU XING MARKET III","BROOKLYN",4.3,6
"11405","NEW FUTURE DELI & MARKE","NEWBURGH",4,33
"11406","NEW GARDEN FARM 1","RIDGEWOOD",0,0
"11407","NEW GENERATION MARKET","ROCHESTER",0,0
"11408","NEW GO EXPRESS DELI","BROOKLYN",4.5,46
"11409","NEW GOLD GRILL DELI GRO","BRONX",0,0
"11410","NEW GOLDEN GATE DELI GY","NEW YORK",3.8,16
"11411","NEW GOLDEN SPRKLNG MRKT","ELMHURST",0,0
"11412","NEW GREEN APPLE GOURMET","BROOKLYN",0,0
"11413","NEW GREEN EMPORIUM","NEW YORK",3.8,15
"11414","NEW GROCERY&DELI","BROOKLYN",5,3
"11415","NEW GROUP MARKET","BROOKLYN",0,0
"11416","NEW HACKENSACK SHELL","POUGHKEEPSIE",3.3,8
"11417","NEW HAGUE MARKET THE","HAGUE",4.3,NA
"11418","NEW HAPPY FARM","STATEN ISLAND",3.8,10
"11419","NEW HARLEM HALAL MEAT","NEW YORK",4,20
"11420","NEW HENG YUN CHICKEN MA","NEW YORK",4,NA
"11421","NEW HONG YUN GROCERY ST","BROOKLYN",0,0
"11422","NEW HOPE MILLS","AUBURN",4.6,84
"11423","NEW HOPE NATURALS","MORAVIA",4.8,10
"11424","NEW ISLAND FISH","STATEN ISLAND",3.9,16
"11425","NEW J&T GROCERY DELI","BROOKLYN",4.7,29
"11426","NEW KAM MAN","NEW YORK",4.2,442
"11427","NEW KASHMIRI BAZAR","HICKSVILLE",3.9,7
"11428","NEW KING DELI GROCERY","NEW YORK",4.1,31
"11429","NEW KING FISH","BROOKLYN",4.5,356
"11430","NEW KING FOOD","STATEN ISLAND",3.4,5
"11431","NEW KINGSBRIDGE MARKET","BRONX",0,0
"11432","NEW KUKUS MARKET","BRONX",3.7,3
"11433","NEW LANKA GROCERY","STATEN ISLAND",4.3,104
"11434","NEW LAO MARKET","ROCHESTER",4,5
"11435","NEW LEADER HELAL MEAT I","BROOKLYN",4.6,76
"11436","NEW LEAF DELI","BROOKLYN",5,2
"11437","NEW LEBANON EZ MART","NEW LEBANON",3.4,9
"11438","NEW LEVEL NUTRITION","BUFFALO",4.9,15
"11439","NEW LEXINGTON DELI GROC","NEW YORK",0,0
"11440","NEW LIAN XING FOOD","BROOKLYN",0,0
"11441","NEW LONDON PETROLUEM","ROME",0,0
"11442","NEW LOTS GOURMET AND DE","BROOKLYN",0,0
"11443","NEW LOTS GROCERY SMOKE","BROOKLYN",4.2,42
"11444","NEW LUCKY BEST CENTER","BROOKLYN",0,0
"11445","NEW MART","BAYSIDE",3.9,99
"11446","NEW MATTYS EXCLUSIVE DE","JAMAICA",4.2,105
"11447","NEW MEI MINI MARKET","BROOKLYN",1,NA
"11448","NEW METRO GOURMET DELI","FOREST HILLS",4,6
"11449","NEW MEXICANA DELI","STATEN ISLAND",0,0
"11450","NEW MILLENNIUM DELI GRY","BRONX",0,0
"11451","NEW MILLENNIUM GROCERY","BROOKLYN",4,NA
"11452","NEW MOCHA DELI","BRONX",0,0
"11453","NEW MONROE FARMS","MONROE",4.4,204
"11454","NEW MORRIS DELI GROCERY","BRONX",4.5,115
"11455","NEW MT PLEASANT BAKERY","SCHENECTADY",4,15
"11456","NEW MURRAYS DELI","NYACK",4.2,21
"11457","NEW PALTZ HLTH&NTRTN","NEW PALTZ",3.7,37
"11458","NEW PALTZ SNACK SHOP","NEW PALTZ",3.9,777
"11459","NEW PARADISE","BROOKLYN",0,0
"11460","NEW PARADISE GROCERY","ELMHURST",0,0
"11461","NEW PARK SLOPE GRO & CO","BROOKLYN",4.7,648
"11462","NEW PARSON DELI","JAMAICA",0,0
"11463","NEW PM GROCERY","BROOKLYN",4.8,5
"11464","NEW PRINCE GROCERY & CA","BRONX",4.2,NA
"11465","NEW PUBLIC MEAT MARKET","BROOKLYN",4.6,14
"11466","NEW RAMS DELI PLUS","BRONX",4.4,45
"11467","NEW RIVERDALE GOURMET D","BRONX",4.1,76
"11468","NEW ROCHELLE FOOD","NEW ROCHELLE",0,0
"11469","NEW ROCHELLE FOOD MARKE","NEW ROCHELLE",0,0
"11470","NEW S & C SUPER MARKET","BROOKLYN",3.8,410
"11471","NEW SEA WIN SEAFOOD","BRONX",4.1,14
"11472","NEW SENECA GARDEN II","RIDGEWOOD",4.4,45
"11473","NEW SEVENDAYS GROCERIES","BROOKLYN",4.4,20
"11474","NEW SHIV GANGA","FLUSHING",4.8,12
"11475","NEW STADIUM GOURMET DLI","BRONX",2.8,5
"11476","NEW STONE MINI MART","ROCHESTER",0,0
"11477","NEW STREET FARMS, SHOP","STATEN ISLAND",0,0
"11478","NEW SUN LEE GROCERY","BROOKLYN",5,NA
"11479","NEW T & L BEER & SODA","FREEPORT",4.4,52
"11480","NEW TASTE DELI","BRONX",0,0
"11481","NEW TAYEEBAS GROCERY","BROOKLYN",0,0
"11482","NEW TITASH SUPERMARKET","JACKSON HEIGHTS",3.9,53
"11483","NEW UTICA PRODUCE","BROOKLYN",0,0
"11484","NEW UTRECHT DELI","BROOKLYN",0,0
"11485","NEW VICTORY MINI MARKET","STATEN ISLAND",0,0
"11486","NEW VILLAGE MART","DANSVILLE",3,2
"11487","NEW WARREN MINI MARKET","BROOKLYN",0,0
"11488","NEW WAVE SEAFOOD","WANTAGH",4.5,205
"11489","NEW WAVE SEAFOOD ISLIP","EAST ISLIP",4.9,11
"11490","NEW WAY CONVENIENCE STO","STATEN ISLAND",5,NA
"11491","NEW WAY DELI & GROCERY","CORONA",3.8,6
"11492","NEW WAY DELI GROCERY","BROOKLYN",0,0
"11493","NEW WAY FARMERS MARKET","CAMBRIA HEIGHTS",3.4,9
"11494","NEW WAY GOURMET DELI","BROOKLYN",5,NA
"11495","NEW WAY MINI MARKET","BROOKLYN",3.9,7
"11496","NEW WAY NATURAL MARKET","BROOKLYN",4.9,18
"11497","NEW WAY SUPERMARKET","BRONX",4.6,10
"11498","NEW WEST END SUPERETTE","NEW YORK",3.5,24
"11499","NEW WORLD DELI","QUEENS VILLAGE",0,0
"11500","NEW WORLD DELI GROCERY","BRONX",5,2
"11501","NEW WORLD GROCERY & DEL","BRONX",5,2
"11502","NEW YORK 888","BROOKLYN",0,0
"11503","NEW YORK BEEF CO","POUGHKEEPSIE",5,NA
"11504","NEW YORK BREAD","BROOKLYN",4.6,165
"11505","NEW YORK CENTRAL KITCHE","LONG ISLAND CITY",0,0
"11506","NEW YORK DELI & SMOKE Z","JACKSON HEIGHTS",0,0
"11507","NEW YORK DELI GROCRY","BROOKLYN",3.8,45
"11508","NEW YORK DELI&GROCERY","BROOKLYN",0,0
"11509","NEW YORK DOLLAR","NEW YORK",0,0
"11510","NEW YORK FISH & VEGETAB","BRONX",0,0
"11511","NEW YORK FOOD MARKET","JACKSON HEIGHTS",0,0
"11512","NEW YORK GRILL & DELI","NEW YORK",0,0
"11513","NEW YORK HELLO MART","NEW YORK",3.9,856
"11514","NEW YORK HUSCO","ISLIP",5,10
"11515","NEW YORK LANKA","STATEN ISLAND",0,0
"11516","NEW YORK MART","BROOKLYN",3.9,856
"11517","NEW YORK MART ROOSEVELT","FLUSHING",3.7,139
"11518","NEW YORK MINI MART","BROOKLYN",4.4,94
"11519","NEW YORK NOJO","BROOKLYN",0,0
"11520","NEW YORK PEANUTS HONEY","JAMAICA",4.8,9
"11521","NEW YORKS BEST DELI","JAMAICA",0,0
"11522","NEWARK VALLEY QUICK STP","NEWARK VALLEY",5,NA
"11523","NEWBURGH FOOD MART","HIGHLAND FALLS",0,0
"11524","NEWBURGH MARKET & DELI","NEWBURGH",0,0
"11525","NEWCOMB ELMGROVE","ROCHESTER",0,0
"11526","NEWCOMB OIL CO","MACEDON",0,0
"11527","NEWCOMB PITTSFORD","PITTSFORD",0,0
"11528","NEWCOMBS EASTVIEW","VICTOR",0,0
"11529","NEWFIELD CONVENIENCE","NEWFIELD",0,0
"11530","NEWKIRK HALAL GROCERY","BROOKLYN",4.8,16
"11531","NEWKIRK PHARMACY","BROOKLYN",4.1,11
"11532","NEWPORT BEVERAGE","WASHINGTONVILLE",4.6,20
"11533","NEWPORT GOURMET DELI","BROOKLYN",5,NA
"11534","NEWROZ MARKET","BUFFALO",5,5
"11535","NEWS CAFE THE","FISHERS ISLAND",4.5,20
"11536","NEWS CORNER","ALBANY",3.8,20
"11537","NEWS STAND","BROOKLYN",0,0
"11538","NEWSWANGER MERVIN & ROS","PENN YAN",0,0
"11539","NEWWAY DELI GROCERY","SCHENECTADY",0,0
"11540","NEXT DOOR GROCERY","NYACK",0,0
"11541","NGUYEN PHAT ORNTL MKT","UTICA",4.8,32
"11542","NI CHONG GROCERY STORE","NEW YORK",0,0
"11543","NIA GOURMET DELI","BRONX",0,0
"11544","NIAGARA COUNTY CAMPING","LOCKPORT",0,0
"11545","NIAGARA COUNTY PRODUCE","EAST AMHERST",4.6,NA
"11546","NIAGARA DELI & PIZZERIA","BUFFALO",4.6,59
"11547","NIAGARA FOOD PLUS","BUFFALO",0,0
"11548","NIAGARA LNDNG WINE CELS","LOCKPORT",4.2,56
"11549","NIAGARA PRODUCE LOCKPRT","LOCKPORT",4.7,631
"11550","NIAGARA SAUSAGE CO THE","NIAGARA FALLS",4.7,39
"11551","NIAGARA WOODLAND CAMPGR","RANSOMVILLE",3.5,59
"11552","NIAGARAS HONEYMOON SWEE","NIAGARA FALLS",4.8,18
"11553","NIBLACK FOODS","ROCHESTER",4.8,114
"11554","NICE & EASY SHOP","UTICA",0,0
"11555","NICE DELI","BROOKLYN",0,0
"11556","NICE DELI AND GROCERY","BROOKLYN",0,0
"11557","NICE N EASY","POLAND",0,0
"11558","NICE N EASY #7602","CONSTANTIA",0,0
"11559","NICE N EASY 24","BRIDGEWATER",0,0
"11560","NICE N EASY BROADWAY","SARANAC LAKE",5,NA
"11561","NICE N EASY GROCERY SHO","MANLIUS",3.9,26
"11562","NICE N EASY GROCERYSHOP","CARTHAGE",4.2,17
"11563","NICE N EASY NORWICH","NORWICH",5,3
"11564","NICE N EASY TUPPER LAKE","TUPPER LAKE",0,0
"11565","NICE N NATURAL MARKET","CARLE PLACE",4.7,33
"11566","NICHOLAS BROOKLYN","BROOKLYN",4.7,234
"11567","NICHOLAS DISCOUNT","NEW YORK",0,0
"11568","NICHOLES","ANGELICA",0,0
"11569","NICKEL CITY MINIMART","BUFFALO",5,3
"11570","NICKELBY MINI MARKET","JAMAICA",5,2
"11571","NICKS CONV STORE","TAPPAN",3.8,10
"11572","NICKS DISCOUNT STORE","BROOKLYN",3.5,12
"11573","NICKS DRUGS STORE","BRONX",4.3,3
"11574","NICKS MEAT MARKET","ROCHESTER",3.7,80
"11575","NICKS SUPER STORE","ROCHESTER",3.9,36
"11576","NICKY DELI","BRONX",4.2,48
"11577","NICOSIA BAKERY","BRONX",4.7,12
"11578","NICS VILLAGE DELI","AKRON",4.6,14
"11579","NIJIYA MARKET","HARTSDALE",4.7,23
"11580","NIKKI C'S DELI & MARKET","POND EDDY",4.8,11
"11581","NILE CITY PHARMACY","ASTORIA",4.4,7
"11582","NIMRAN DELI","JAMAICA",0,0
"11583","NINA SHOP","RIDGEWOOD",5,NA
"11584","NINEVEH COUNTRY STORE","NINEVEH",4.8,28
"11585","NINO DE ATOCHA","STATEN ISLAND",0,0
"11586","NINO DELI","BAY SHORE",4.5,32
"11587","NINO SALUMARIA","STATEN ISLAND",4.7,7
"11588","NIRAMAN BEER AND SMOKE","SMITHTOWN",0,0
"11589","NIRMA","CHATHAM",0,0
"11590","NIS GROCERY&VARIETY","BRONX",0,0
"11591","NISKAYUNA CNSMRS COOP","SCHENECTADY",4.6,282
"11592","NISSAN ENTERPRISES","BROOKLYN",2.8,23
"11593","NJB GOURMET FOOD","BROOKLYN",4,5
"11594","NK ORGANIC FOOD","ASTORIA",5,10
"11595","NKJ CONVENIENCE","MIDDLETOWN",0,0
"11596","NO 1 IN & OUT DELI GROC","NEW YORK",5,2
"11597","NO GLUTEN KNEADED","BOHEMIA",5,13
"11598","NO ORCHARD FARM STAND","PERU",0,0
"11599","NOA MARKETS","BABYLON",4.8,74
"11600","NOBEL DELI & MARKET","BROOKLYN",0,0
"11601","NOBLE ESTATE","HAMMONDSPORT",0,0
"11602","NOBLE WINERY","WESTFIELD",4.6,81
"11603","NOBOA GROCERY","BRONX",0,0
"11604","NOCO EXPRESS #05","TONAWANDA",4,54
"11605","NOCO EXPRESS #11","NORTH TONAWANDA",4,54
"11606","NOCO EXPRESS #203","WAYLAND",0,0
"11607","NOCO EXPRESS #204","LANCASTER",0,0
"11608","NOCO EXPRESS #208","LIMA",0,0
"11609","NOCO EXPRESS SHOP 102","LACKAWANNA",0,0
"11610","NOCO EXPRESS SHOP 24","AMHERST",0,0
"11611","NOCO EXPRESS SHOP 27","GETZVILLE",0,0
"11612","NOCO EXPRESS SHOP 28","NIAGARA FALLS",2.2,9
"11613","NOCO EXPRESS SHOP 3","TONAWANDA",3,4
"11614","NOCO EXPRESS SHOP 30","GRAND ISLAND",4.8,6
"11615","NOCO EXPRESS SHOP 31","LOCKPORT",3.5,4
"11616","NOCO EXPRESS SHOP 32","KENMORE",0,0
"11617","NOCO EXPRESS SHOP 36","DEPEW",3.7,6
"11618","NOCO EXPRESS SHOP 37","ORCHARD PARK",4.8,5
"11619","NOCO EXPRESS SHOP 38","LANCASTER",0,0
"11620","NOCO EXPRESS SHOP 47","GETZVILLE",3,5
"11621","NOCO EXPRESS SHOP 56","DEPEW",3.7,6
"11622","NOCO EXPRESS SHOP 58","CHEEKTOWAGA",4.1,15
"11623","NOCO EXPRESS SHOP 59","LACKAWANNA",3.3,6
"11624","NOCO EXPRESS SHOP 60","HAMBURG",0,0
"11625","NOCO EXPRESS SHOP 62","EAST AURORA",2.5,2
"11626","NOCO EXPRESS SHOP 68","WEBSTER",0,0
"11627","NOCO EXPRESS SHOP 75","LACKAWANNA",3.3,6
"11628","NODE BAGELS & DELI","BROOKLYN",0,0
"11629","NOEL DELI&GROCERY","BROOKLYN",3.9,11
"11630","NOGOR DELI","WOODHAVEN",0,0
"11631","NOJAIM BROS MARCELLUS","MARCELLUS",4.5,222
"11632","NOLASCO GROCERY","JAMAICA",0,0
"11633","NOLASCOS DELI GROCERY","OZONE PARK",3.6,47
"11634","NOLBERTO GROCERY","BROOKLYN",0,0
"11635","NOLDOS DELI & GROCERY","AMITYVILLE",4.1,9
"11636","NOLTS COUNTRY STORE","LOWVILLE",4.7,92
"11637","NOME SUPERETTE","STATEN ISLAND",2,3
"11638","NONA MINI MART","CICERO",4.3,8
"11639","NONGSA FRUIT & VEG MKT","BRONX",0,0
"11640","NONNAS KITCHEN & DELI","BRONX",4.8,40
"11641","NONNAS PANINI MARKET","STATEN ISLAND",4.6,284
"11642","NONNIS FOODS","FERNDALE",4.2,19
"11643","NOONA MARKET","FLUSHING",0,0
"11644","NOOR 99C CONVENIENCE","STATEN ISLAND",3.5,2
"11645","NOOR ALKHATEEB","POUGHKEEPSIE",0,0
"11646","NOOR FOOD GYRO","HUNTINGTON",4.3,128
"11647","NOOR HALAL FOOD & MORE","JOHNSON CITY",4.8,52
"11648","NOOR MART","WATERVLIET",4,48
"11649","NOR BRONX RIVER","BRONX",3.8,11
"11650","NOR FRANCIS LEWIS SVCST","FLUSHING",3.8,16
"11651","NOR-MEADOW S/S","FLUSHING",3,2
"11652","NORAS CANDY SHOP","ROME",4.4,34
"11653","NORAS GROCERY","WATERVLIET",4.9,34
"11654","NORD-END DELI","OLEAN",4.9,8
"11655","NORDOMI DELI","JAMAICA",4.7,22
"11656","NORHTERN FARM HOUSE PAS","ROSCOE",4.6,110
"11657","NORIS VILLAGE MARKET","SARANAC LAKE",4.6,31
"11658","NORMS BAIT&TACKLE","CROWN POINT",4.7,53
"11659","NORTH ALLEN NEWS DELI","ALBANY",1,2
"11660","NORTH BRANCH FOOD MART","NORTH BRANCH",0,0
"11661","NORTH BREWERY THE","ENDICOTT",4.7,85
"11662","NORTH CONDUIT SERVICE S","JAMAICA",0,0
"11663","NORTH COUNTRY CO-OP","PLATTSBURGH",4.7,40
"11664","NORTH COUNTRY CREAMERY","KEESEVILLE",4.7,19
"11665","NORTH COUNTRY GAS","ST JAMES",5,2
"11666","NORTH COUNTRY MARKET","THENDARA",4.4,10
"11667","NORTH COUNTRY SHOWCASE","MASSENA",4.9,10
"11668","NORTH COUNTRY STORE","PHILADELPHIA",4.7,280
"11669","NORTH CREEK ENTERPRISES","GILBOA",0,0
"11670","NORTH END MEATS","SCARSDALE",4.9,11
"11671","NORTH EXPRESS","ROCHESTER",0,0
"11672","NORTH FORK CHOCOLATE","AQUEBOGUE",4.4,86
"11673","NORTH GREECE GROCERY","ROCHESTER",4.7,45
"11674","NORTH MINI MART","ROCHESTER",0,0
"11675","NORTH PARK DELI GROCERY","ROCKVILLE CENTRE",4.6,5
"11676","NORTH RACQUETTE GRENERY","MASSENA",4.5,2
"11677","NORTH RIVER HOPS AND BR","WAPPINGERS FALLS",0,0
"11678","NORTH RIVER ROASTERS","POUGHKEEPSIE",4.7,36
"11679","NORTH SALINA CIGAR","SYRACUSE",0,0
"11680","NORTH SALINA MEATS & GR","SYRACUSE",4.5,36
"11681","NORTH SALINA MINI MART","SYRACUSE",4.3,44
"11682","NORTH SEA GENERAL STORE","SOUTHAMPTON",3.9,13
"11683","NORTH SHORE BEVERAGE","MOUNT SINAI",4.4,31
"11684","NORTH SHORE FARMS","GREAT NECK",4.3,156
"11685","NORTH SHORE TOWERS SPMK","FLORAL PARK",5,2
"11686","NORTH SIDE DELI 1","BROOKLYN",3.5,14
"11687","NORTH ST ENTERPRISE","NEWBURGH",3.8,219
"11688","NORTH STAR ORCHARDS","WESTMORELAND",4.8,175
"11689","NORTHERN BLVD DELI&GROC","CORONA",0,0
"11690","NORTHERN BORNE","LONG LAKE",4.5,52
"11691","NORTHERN DELI & GROCERY","CORONA",0,0
"11692","NORTHERN ONE STOP CONV","FLUSHING",1,3
"11693","NORTHLAND GROCERY","BUFFALO",5,2
"11694","NORTHPORT FISH&LOBSTER","NORTHPORT",4.7,63
"11695","NORTHPORT METRO MART","NORTHPORT",0,0
"11696","NORTHSIDE BAKERY","BROOKLYN",0,0
"11697","NORTHSIDE DELI","BATAVIA",4.3,12
"11698","NORTHSIDE PRIDE MARKET","SYRACUSE",0,0
"11699","NORTHVILLE FARMS","RIVERHEAD",4.6,22
"11700","NORTHWAY STOP N SHOP","REMSEN",4.3,39
"11701","NORWAY GENERAL STORE","NEWPORT",4.8,10
"11702","NORWEGIAN PROTEIN MAGIC","NEW YORK",0,0
"11703","NORWICH FOOD MART","NORWICH",0,0
"11704","NORWICH FRESH MARKET","NORWICH",0,0
"11705","NORWICH SERVICE STATION","EAST NORWICH",3.5,8
"11706","NOSH & BAGEL II","BROOKLYN",4.6,41
"11707","NOSTALGIA CHOCOLATES","SYRACUSE",0,0
"11708","NOSTRAND DELI & GRILL","BROOKLYN",4.2,164
"11709","NOSTRAND DELI & GROCERY","BROOKLYN",0,0
"11710","NOSTRAND DELI&GROCERY","BROOKLYN",0,0
"11711","NOSTRAND HEALTH FOOD","BROOKLYN",4.4,51
"11712","NOT JUST A NEWSTAND","FRANKLIN SQUARE",5,NA
"11713","NOT JUST BAGEL STORE","BROOKLYN",4.7,18
"11714","NOT JUST BAGELS","STATEN ISLAND",4.1,372
"11715","NOT ONLY BAGELS","BROOKLYN",4.7,28
"11716","NOTHING BUT THE BEST DE","STATEN ISLAND",0,0
"11717","NOTT ST AUTO SERVICE","SCHENECTADY",4.3,6
"11718","NOTTINGHAM HOLLOW TRADI","LONG LAKE",0,0
"11719","NOURI MEAT MARKET & GRO","BROOKLYN",4.9,26
"11720","NOVA DELI & GRILL","JAMAICA",0,0
"11721","NOVA GROCERY","BROOKLYN",0,0
"11722","NOVATOS GROCERY","BROOKLYN",4,4
"11723","NOVELLIS PORK STORE","STATEN ISLAND",4.3,75
"11724","NOVELTY&GROCERY","ASTORIA",5,3
"11725","NOW WE CHANGE DELI","BROOKLYN",4.4,715
"11726","NOXON SUNOCO","POUGHKEEPSIE",2.8,5
"11727","NP PETROLEUM","SCHENECTADY",0,0
"11728","NR 635 FUEL","NEW ROCHELLE",0,0
"11729","NS BETHEL FARM","FOREST HILLS",4.4,8
"11730","NSA FOODMARKETS","BROOKLYN",4,191
"11731","NSA GREAT AMERICAN SUPE","LIBERTY",0,0
"11732","NSA SUPERMARKET","HAVERSTRAW",4.1,88
"11733","NU STORMVILLE GROCERY","STORMVILLE",5,4
"11734","NUBES DELI GROCERY","CORONA",0,0
"11735","NUEVA FUENTE DELI & GRO","CORONA",0,0
"11736","NUEVA GENERACION GRCY","NEW YORK",0,0
"11737","NUEVA MICHOACANA DELI","STATEN ISLAND",4,2
"11738","NUEZ DELI GROCERY","NEW YORK",0,0
