"","Trade.Name","County","Inspection.Grade","Inspection.Date","Owner.Name","Street","City","State.Code","Zip.Code","Deficiency.Number","Deficiency.Description","Location","id"
"9028","KIARY DELI GROCERY","Bronx","A",2018-06-15,"KIARY DELI GROCERY CORP","1881 GRAND CONCOURSE STORE 1","BRONX","NY",10453,"","","",6963
"9029","KIDS FARM MARKET","Oneida","A",2018-07-23,"KIDS MARKET INC","9282 KELLOGG RD  #","WASHINGTON MILLS","NY",13479,"","","9282 KELLOGG RD #
WASHINGTON MILLS, NY 13479
(43.052959, -75.272714)",13714
"9030","KIDS STORE","Queens","A",2018-11-28,"KIDS STORE INC","104-24 CORONA AVE","CORONA","NY",11368,"","","104-24 CORONA AVE
CORONA, NY 11368
(40.743962, -73.857834)",4548
"9031","KIERAN FARRELL","Bronx","A",2018-12-04,"FARLO LLC","3227 LACONIA AVENUE","BRONX","NY",10469,"","","3227 LACONIA AVENUE
BRONX, NY 10469
(40.872139, -73.855566)",7037
"9032","KIEV BAKERY","Kings","A",2018-05-04,"J&Y BAKERY INC","1627 E 18TH ST","BROOKLYN","NY",11229,"","","1627 E 18TH ST
BROOKLYN, NY 11229
(40.610341, -73.955676)",10709
"9033","KIKKA","Kings","A",2018-07-30,"ITO INC","238 BEDFORD AVE","BROOKLYN","NY",11249,"","","238 BEDFORD AVE
BROOKLYN, NY 11249
(40.71605, -73.959654)",10799
"9034","KIKKA@WHOLE FOODS MIDTO","New York","A",2019-02-05,"ITO INC","226 E 57TH ST","NEW YORK","NY",10022,"","","226 E 57TH ST
NEW YORK, NY 10022
(40.759851, -73.966582)",14092
"9035","KIKKA@WHOLE FOODS UPPER","New York","A",2019-03-04,"ITO INC","808 COLUMBUS AVE #","NEW YORK","NY",10025,"","","808 COLUMBUS AVE #
NEW YORK, NY 10025
(40.795151, -73.965851)",22759
"9036","KILS SUSHI","Nassau","A",2018-11-06,"KILS SUSHI INC","1050 WILLIS AVENUE","ALBERTSON","NY",11507,"","","1050 WILLIS AVENUE
ALBERTSON, NY 11507
(40.771662, -73.64894)",12980
"9037","KIM FONG MARKET","Kings","A",2018-09-04,"KIM FONG MARKET INC","4621 8TH AVENUE","BROOKLYN","NY",11220,"","","4621 8TH AVENUE
BROOKLYN, NY 11220
(40.642928, -74.00184)",10778
"9038","KIM'S CONVENIENCE","Rensselaer","A",2018-12-20,"T MART FOOD LLC","88 3RD STREET","TROY","NY",12180,"","","88 3RD STREET
TROY, NY 12180
(42.72913, -73.69073)",15213
"9039","KIMBAP LAB","Kings","A",2018-04-06,"MAHT LLC","238 BEDFORD AVE","BROOKLYN","NY",11249,"","","238 BEDFORD AVE
BROOKLYN, NY 11249
(40.71605, -73.959654)",10705
"9040","KIMBERLY ENDERS","Oswego","A",2018-12-03,"ENDERS KIMBERLY","2437 COUNTY ROUTE 4  #","FULTON","NY",13069,"","","2437 COUNTY ROUTE 4 #
FULTON, NY 13069
(43.408238, -76.305365)",3586
"9041","KIMS ASIAN MARKET","Albany","A",2018-11-30,"KIMS ASIAN MARKET ALBANY INC","1649 CENTRAL AVE","ALBANY","NY",12205,"","","1649 CENTRAL AVE
ALBANY, NY 12205
(42.720481, -73.836164)",6086
"9042","KIMS DELI GROCERY","Queens","A",2019-01-11,"KIM HYUNG WOOK","43-20 34TH AVE","LONG ISLAND CITY","NY",11101,"","","43-20 34TH AVE
LONG ISLAND CITY, NY 11101
(40.755244, -73.917799)",4752
"9043","KIMS FAMILY FARM","Kings","A",2018-05-22,"DAE KIL FAMILY FARM CORP","8027 FLATLANDS AVE","BROOKLYN","NY",11236,"","","8027 FLATLANDS AVE
BROOKLYN, NY 11236
(40.635982, -73.912649)",9434
"9044","KIMS FISH MARKET","New York","C",2018-11-02,"GANADA CORP","201 W 104TH ST","NEW YORK","NY",10025,"03D","-  Handwash sink in the toilet room lacks hot water.  Temperature at tap is 60*F.","201 W 104TH ST
NEW YORK, NY 10025
(40.799258, -73.966963)",27984
"9045","KIMS FRUIT MARKET","Queens","A",2018-04-24,"KIM CHANG IL","87-74 PARSONS BLVD","JAMAICA","NY",11432,"","","87-74 PARSONS BLVD
JAMAICA, NY 11432
(40.707304, -73.802544)",4451
"9046","KIMS FRUIT&VEGETABLE","Bronx","A",2018-06-12,"KIM MISOOK","73 W KINGSBRIDGE RD","BRONX","NY",10468,"","","73 W KINGSBRIDGE RD
BRONX, NY 10468
(40.868127, -73.900415)",6415
"9047","KIMS FRUIT&VEGETABLE 4","New York","A",2018-11-06,"KIMS FRUIT&VEGETABLE STORE INC","900 AMSTERDAM AVE","NEW YORK","NY",10025,"","","900 AMSTERDAM AVE
NEW YORK, NY 10025
(40.799233, -73.966602)",13991
"9048","KIMS MARKET","Kings","A",2019-02-15,"KIM'S MARKET INC","1521 NEWKIRK AVE","BROOKLYN","NY",11226,"","","1521 NEWKIRK AVE
BROOKLYN, NY 11226
(40.6359, -73.962575)",26010
"9049","KIMS ORIENTAL GRCY&GFT","Broome","A",2018-07-26,"YOO JOON SAM","3740 VESTAL PKWY E","VESTAL","NY",13850,"","","3740 VESTAL PKWY E
VESTAL, NY 13850
(42.096065, -75.980741)",7623
"9050","KIN SHING TRADING","New York","A",2018-08-06,"KIN SHING TRADING INC","133 MOTT ST","NEW YORK","NY",10013,"","","133 MOTT ST
NEW YORK, NY 10013
(40.718401, -73.99679)",14426
"9051","KIND COFFEE CO THE","Onondaga","A",2018-08-30,"NICOLAISEN DOUGLAS K","715 W FAYETTE ST","SYRACUSE","NY",13204,"","","715 W FAYETTE ST
SYRACUSE, NY 13204
(43.047219, -76.165176)",14607
"9052","KING 3 DELI GROCERY","Kings","A",2018-04-05,"KING 3 DELI GROCERY CORP","4918 NEW UTRECHT AVE","BROOKLYN","NY",11219,"","","4918 NEW UTRECHT AVE
BROOKLYN, NY 11219
(40.636201, -73.994788)",10991
"9053","KING 3RD DELI","Bronx","A",2019-03-13,"KING 3RD DELI CORP","3251 3RD AVE","BRONX","NY",10456,"","","3251 3RD AVE
BRONX, NY 10456
(40.82429, -73.908605)",2860
"9054","KING 4TH AVE DELI","Kings","A",2019-01-31,"KING 4TH AVE DELI CORP","5923 4TH AVE","BROOKLYN","NY",11220,"","","5923 4TH AVE
BROOKLYN, NY 11220
(40.640891, -74.018263)",10235
"9055","KING 99 CENTS PLUS","Bronx","A",2018-10-31,"KING 99 CENTS PLUS LLC","2571 WEBSTER AVENUE","BRONX","NY",10458,"","","2571 WEBSTER AVENUE
BRONX, NY 10458
(40.862631, -73.890165)",6315
"9056","KING 99C & DISCOUNT MAR","Kings","C",2019-01-23,"KING 99C & DISCOUNT MART INC","1878 EASTERN PKWY","BROOKLYN","NY",11233,"04F","-  10-20 fresh/old  appearing intermingled rat droppings are present in retail area.","1878 EASTERN PKWY
BROOKLYN, NY 11233
(40.676657, -73.907974)",2343
"9057","KING CHONG FOOD MARKET","New York","C",2018-09-13,"KING CHONG FOOD MARKET INC","337 GRAND ST","NEW YORK","NY",10002,"03D","-  Handwash sinks were not provided in the front and back meat processing areas.","337 GRAND ST
NEW YORK, NY 10002
(40.717012, -73.990118)",24228
"9058","KING COLUMBUS GOURMET D","New York","A",2018-08-22,"KING COLUMBUS GOURMET DELI INC","900 COLUMBUS AVE","NEW YORK","NY",10025,"","","900 COLUMBUS AVE
NEW YORK, NY 10025
(40.79805, -73.963744)",13820
"9059","KING CONDRELLS CANDY","Erie","A",2018-07-26,"KING CONDRELLS INC","2805 DELAWARE AVE  #","KENMORE","NY",14217,"","","2805 DELAWARE AVE #
KENMORE, NY 14217
(42.960485, -78.869771)",8171
"9060","KING DAVID BAKERY","Queens","A",2018-09-27,"KING DAVID BAKERY INC","67-03 MAIN STREET","FLUSHING","NY",11367,"","","67-03 MAIN STREET
FLUSHING, NY 11367
(40.73378, -73.825228)",4627
"9061","KING DELI OF THE ISLAND","Richmond","A",2018-04-25,"KING DELI OF THE ISLAND CORP","99 WATER ST","STATEN ISLAND","NY",10304,"","","99 WATER ST
STATEN ISLAND, NY 10304
(40.627038, -74.077285)",16607
"9062","KING EXPRESS DELI","Kings","A",2018-04-04,"KING EXPRESS DELI INC","1801 AVENUE U/STORE A","BROOKLYN","NY",11229,"","","1801 AVENUE U/STORE A
BROOKLYN, NY 11229
(40.599179, -73.953374)",10424
"9063","KING FARM","Queens","A",2018-12-05,"LEE YANG HEE","227-01 MERRICK BLVD","LAURELTON","NY",11413,"","","227-01 MERRICK BLVD
LAURELTON, NY 11413
(40.676948, -73.742792)",4725
"9064","KING FERRY CORNER STORE","Cayuga","A",2018-04-26,"KING FERRY CORNER STORE LLC","960 RT 34B","KING FERRY","NY",13081,"","","960 RT 34B
KING FERRY, NY 13081
(42.664885, -76.616642)",3302
"9065","KING FISH&SEAFOOD","Queens","C",2019-01-08,"KING FISH&SEAFOOD INC","91-04 SUTPHIN BLVD","JAMAICA","NY",11435,"04H","- Equipment cleaning or sanitizing facilities in the fish processing area are inadequate as follows:  Spigot of the three bay sink does not reach the left bay.","91-04 SUTPHIN BLVD
JAMAICA, NY 11435
(40.701023, -73.807842)",2897
"9066","KING FOOD MART","Monroe","A",2019-02-20,"KING FOOD MART INC","1144 JOSEPH AVE","ROCHESTER","NY",14621,"","","1144 JOSEPH AVE
ROCHESTER, NY 14621
(43.186398, -77.608368)",1840
"9067","KING FRANKLIN DELI","Kings","C",2019-01-14,"KING FRANKLIN DELI CORP","511 FRANKLIN AVE","BROOKLYN","NY",11238,"04F","-  20-50 intermingled fresh and old appearing rat droppings are present in the basement food/non-food storage area.","511 FRANKLIN AVE
BROOKLYN, NY 11238
(40.68108, -73.955656)",21993
"9068","KING FRESH SEAFOOD MARK","Bronx","A",2018-07-02,"KING FRESH SEAFOOD MARKET INC","2241 WESTCHESTER AVE STORE C","BRONX","NY",10462,"","","2241 WESTCHESTER AVE STORE C
BRONX, NY 10462
(40.834332, -73.850588)",6258
"9069","KING GOURMET DELI AT LI","Kings","A",2019-01-02,"KING GOURMET DELI AT LINDEN CORP","5819 AVENUE T","BROOKLYN","NY",11234,"","","5819 AVENUE T
BROOKLYN, NY 11234
(40.615524, -73.918098)",10411
"9070","KING GOURMET DELI FOOD","Bronx","A",2019-03-11,"KING GOURMET DELI FOOD CORP","766 MELROSE AVE","BRONX","NY",10451,"","","766 MELROSE AVE
BRONX, NY 10451
(40.822098, -73.914955)",2747
"9071","KING GROCERY","New York","C",2019-03-13,"FIRST KING GROCERY INC","40 ST NICHOLAS AVE","NEW YORK","NY",10026,"04H","-  Equipment cleaning or sanitizing facilities for establishment are inadequate as follows: two bay sink in deli counter lacks hot water -temperature at tap noted to be 40*F.","40 ST NICHOLAS AVE
NEW YORK, NY 10026
(40.799965, -73.952463)",28169
"9072","KING KULLEN #1","Suffolk","A",2018-07-06,"KING KULLEN GROCERY CO INC","440 W SUNRISE HWY #","PATCHOGUE","NY",11772,"","","440 W SUNRISE HWY #
PATCHOGUE, NY 11772
(40.776596, -73.031075)",17712
"9073","KING KULLEN #39","Nassau","A",2018-12-03,"KING KULLEN GROCERY CO INC","2305 JERICHO TPKE","GARDEN CITY PARK","NY",11040,"","","2305 JERICHO TPKE
GARDEN CITY PARK, NY 11040
(40.741144, -73.662903)",13408
"9074","KING KULLEN 10","Suffolk","A",2018-05-10,"KING KULLEN GROCERY CO INC","153 RONKONKOMA AVE","LAKE RONKONKOMA","NY",11779,"","","153 RONKONKOMA AVE
LAKE RONKONKOMA, NY 11779
(40.824525, -73.111741)",17465
"9075","KING KULLEN 11","Nassau","A",2018-06-26,"KING KULLEN GROCERY CO INC","3284 HEMPSTEAD TPKE","LEVITTOWN","NY",11756,"","","3284 HEMPSTEAD TPKE
LEVITTOWN, NY 11756
(40.725853, -73.515466)",13623
"9076","KING KULLEN 15","Suffolk","A",2018-05-17,"KING KULLEN GROCERY CO INC","552 MONTAUK HWY","CENTER MORICHES","NY",11934,"","","552 MONTAUK HWY
CENTER MORICHES, NY 11934
(40.800395, -72.799243)",17286
"9077","KING KULLEN 16","Suffolk","A",2018-09-28,"KING KULLEN GROCERY CO INC","600 WELLWOOD AVE","NORTH LINDENHURST","NY",11757,"","","600 WELLWOOD AVE
NORTH LINDENHURST, NY 11757
(40.700582, -73.383848)",17285
"9078","KING KULLEN 17","Nassau","A",2018-04-26,"KING KULLEN GROCERY CO INC","127 SUNRISE HWY","ROCKVILLE CENTRE","NY",11570,"","","127 SUNRISE HWY
ROCKVILLE CENTRE, NY 11570
(40.657337, -73.651285)",12954
"9079","KING KULLEN 18","Suffolk","A",2019-03-11,"KING KULLEN GROCERY CO INC","5507-200 NESCONSET HWY","MOUNT SINAI","NY",11766,"","","5507-200 NESCONSET HWY
MOUNT SINAI, NY 11766
(40.932255, -73.031973)",1748
"9080","KING KULLEN 19","Suffolk","A",2018-10-01,"KING KULLEN GROCERY CO INC","275 JERICHO TPKE","HUNTINGTON STATION","NY",11746,"","","275 JERICHO TPKE
HUNTINGTON STATION, NY 11746
(40.828631, -73.419604)",17869
"9081","KING KULLEN 23","Suffolk","A",2019-01-28,"KING KULLEN GROCERY CO INC","834 SUNRISE HWY GARDINER MANOR ML","BAY SHORE","NY",11706,"","","834 SUNRISE HWY GARDINER MANOR ML
BAY SHORE, NY 11706
(40.685517, -73.43279)",17408
"9082","KING KULLEN 26","Suffolk","B",2019-02-22,"KING KULLEN GROCERY CO INC","2044 MONTAUK HWY PO BOX 70","BRIDGEHAMPTON","NY",11932,"08A","Potentially hazardous foods are being kept below 135°F during hot-holding (rare roast beef may be served at 130°F or above)","",23551
"9083","KING KULLEN 3","Suffolk","A",2018-05-16,"KING KULLEN GROCERY CO INC","315-25 MAIN RD","CUTCHOGUE","NY",11935,"","","315-25 MAIN RD
CUTCHOGUE, NY 11935
(41.017563, -72.481652)",5531
"9084","KING KULLEN 33","Suffolk","A",2019-02-25,"KING KULLEN GROCERY CO INC","460 COUNTRY RD 111","MANORVILLE","NY",11949,"","","460 COUNTRY RD 111
MANORVILLE, NY 11949
(40.832666, -72.618463)",22878
"9085","KING KULLEN 35","Suffolk","A",2018-07-09,"KING KULLEN GROCERY CO INC","405 WILLIAM FLOYD PKWY","SHIRLEY","NY",11967,"","","405 WILLIAM FLOYD PKWY
SHIRLEY, NY 11967
(40.781306, -72.864857)",17455
"9086","KING KULLEN 37","Suffolk","A",2018-07-17,"KING KULLEN GROCERY CO INC","1235 MIDDLE COUNTRY RD","MIDDLE ISLAND","NY",11953,"","","1235 MIDDLE COUNTRY RD
MIDDLE ISLAND, NY 11953
(40.886349, -72.9229)",17945
"9087","KING KULLEN 40","Suffolk","A",2018-09-17,"KING KULLEN GROCERY CO INC","50 NEW YORK AVE","HUNTINGTON","NY",11743,"","","50 NEW YORK AVE
HUNTINGTON, NY 11743
(40.88766, -73.416175)",17427
"9088","KING KULLEN 43","Suffolk","A",2018-05-15,"KING KULLEN GROCERY CO INC","25 EASTPORT MANOR RD","EASTPORT","NY",11941,"","","25 EASTPORT MANOR RD
EASTPORT, NY 11941
(40.826993, -72.734235)",16240
"9089","KING KULLEN 44","Suffolk","A",2019-02-07,"KING KULLEN GROCERY CO INC","1170 DEER PARK AVE","NORTH BABYLON","NY",11703,"","","1170 DEER PARK AVE
NORTH BABYLON, NY 11703
(40.737022, -73.320499)",16164
"9090","KING KULLEN 46","Nassau","A",2018-08-06,"KING KULLEN GROCERY CO INC","598 STEWART AVE","BETHPAGE","NY",11714,"","","598 STEWART AVE
BETHPAGE, NY 11714
(40.74471, -73.481978)",13333
"9091","KING KULLEN 47","Suffolk","A",2018-12-31,"KING KULLEN GROCERY CO INC","52 EAST MONTAUK HWY","HAMPTON BAYS","NY",11946,"","","52 EAST MONTAUK HWY
HAMPTON BAYS, NY 11946
(40.879141, -72.520377)",16112
"9092","KING KULLEN 50","Nassau","A",2019-01-18,"KING KULLEN GROCERY CO INC","27-30 SUNRISE HWY","BELLMORE","NY",11710,"","","27-30 SUNRISE HWY
BELLMORE, NY 11710
(40.669289, -73.524229)",3896
"9093","KING KULLEN 51","Suffolk","A",2019-01-31,"KING KULLEN GROCERY CO INC","6233 RT 25A","WADING RIVER","NY",11792,"","","6233 RT 25A
WADING RIVER, NY 11792
(40.944187, -72.839175)",5809
"9094","KING KULLEN 56","Nassau","A",2018-12-03,"KING KULLEN GROCERY CO INC","231 WEST MERRICK RD","VALLEY STREAM","NY",11580,"","","231 WEST MERRICK RD
VALLEY STREAM, NY 11580
(40.667122, -73.706)",13311
"9095","KING KULLEN 59","Suffolk","A",2018-10-31,"KING KULLEN GROCERY CO INC","29 MONTAUK HWY","BLUE POINT","NY",11715,"","","29 MONTAUK HWY
BLUE POINT, NY 11715
(40.752354, -73.039932)",17693
"9096","KING KULLEN 7","Nassau","A",2018-06-21,"KING KULLEN GROCERY CO INC","1340 WANTAGH AVE","WANTAGH","NY",11793,"","","1340 WANTAGH AVE
WANTAGH, NY 11793
(40.689924, -73.508616)",13176
"9097","KING KULLEN GROCERY #8","Nassau","B",2018-06-18,"KING KULLEN GROCERY CO INC","1430 NORTHERN BLVD","MANHASSET","NY",11030,"04A","Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1430 NORTHERN BLVD
MANHASSET, NY 11030
(40.79296, -73.695819)",26744
"9098","KING LEX GOURMET DELI","New York","A",2018-09-05,"KING LEX GOURMET DELI CORP","150 E 110TH ST","NEW YORK","NY",10029,"","","150 E 110TH ST
NEW YORK, NY 10029
(40.79474, -73.94427)",13986
"9099","KING OF FULTON DELI AND","Kings","C",2018-09-14,"KING OF FULTON DELI AND TOBACCO 1","2057 FULTON STREET","BROOKLYN","NY",11233,"04F","-50-75 live cockroaches are present in the deli food preparation and retail area. 

 -5-10 live flies are present in the deli food preparation area and are noted landing in and on food contact surfaces.","2057 FULTON STREET
BROOKLYN, NY 11233
(40.678294, -73.911042)",1436
"9100","KING OF LATVIA DELICATE","Kings","A",2018-07-11,"KING OF LATVIA DELICATESSEN INC","1301 AVENUE U","BROOKLYN","NY",11229,"","","1301 AVENUE U
BROOKLYN, NY 11229
(40.598656, -73.958086)",3161
"9101","KING OF S & NJ","Kings","A",2018-03-23,"KING OF S & NJ INC","403 NEW JERSEY AVE","BROOKLYN","NY",11207,"","","403 NEW JERSEY AVE
BROOKLYN, NY 11207
(40.669378, -73.894203)",10203
"9102","KING PHILLIPS CAMPGRND","Warren","A",2018-08-07,"KING PHILLIPS CAMPGRND&RESORT LLC","14 BLOODY POND RD #","LAKE GEORGE","NY",12845,"","","14 BLOODY POND RD #
LAKE GEORGE, NY 12845
(43.395715, -73.700336)",17537
"9103","KING ROCKAWAY PKWAY","Kings","A",2019-03-13,"KING ROCKAWAY PKWAY CORP","1938 ROCKAWAY PKWAY","BROOKLYN","NY",11236,"","","1938 ROCKAWAY PKWAY
BROOKLYN, NY 11236
(40.635246, -73.891294)",27913
"9104","KING ST GROCERY","Rensselaer","A",2018-12-24,"VINCENT J ENTERPRISES INC","13 KING ST","TROY","NY",12180,"","","13 KING ST
TROY, NY 12180
(42.73517, -73.687211)",15314
"9105","KING STAR NOSTRAND DELI","Kings","A",2019-01-10,"KING STAR NOSTRAND DELI CORP","1559 NOSTRAND AVE","BROOKLYN","NY",11226,"","","1559 NOSTRAND AVE
BROOKLYN, NY 11226
(40.647959, -73.949241)",10746
"9106","KING TOWER DELI","New York","A",2018-11-15,"KING TOWER DELI CORP","100 LENOX AVE","NEW YORK","NY",10026,"","","100 LENOX AVE
NEW YORK, NY 10026
(40.801457, -73.950002)",14220
"9107","KINGDOM CONVENIENCE GRO","Queens","A",2018-03-28,"KINGDOM CONVENIENCE GROCERY CORP","21-29 MOTT AVE","FAR ROCKAWAY","NY",11691,"","","21-29 MOTT AVE
FAR ROCKAWAY, NY 11691
(40.605048, -73.754572)",4358
"9108","KINGS 111 C STORE","Suffolk","A",2018-05-07,"BOLLA OPERATING LI CORP","504 ROUTE 111 #","HAUPPAUGE","NY",11788,"","","504 ROUTE 111 #
HAUPPAUGE, NY 11788
(40.829257, -73.199113)",5287
"9109","KINGS 1360 C-STORE","Nassau","A",2018-10-16,"BOLLA OPERATING LI CORP","1360 HEMPSTEAD TPKE","ELMONT","NY",11003,"","","1360 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708021, -73.691059)",12779
"9110","KINGS 2 RT 112 C-STORE","Suffolk","A",2018-08-14,"BOLLA OPERATING LI CORP","2664 ROUTE 112","MEDFORD","NY",11763,"","","2664 ROUTE 112
MEDFORD, NY 11763
(40.821817, -72.997847)",5045
"9111","KINGS 84 MOBIL","Kings","A",2018-04-16,"BOLLA OPERATING CORP","8401 FLATLANDS AVE #","BROOKLYN","NY",11236,"","","8401 FLATLANDS AVE #
BROOKLYN, NY 11236
(40.637681, -73.91003)",9788
"9112","KINGS ATLANTIC MOBIL","Kings","C",2018-07-17,"BOLLA OPERATING CORP","1143 ATLANTIC AVE","BROOKLYN","NY",11216,"02A","- Sixty-five pounds (eight units) of bread crumbs and pasta stored in the food storage area are found to be rodent defiled with gnaw marks and urine stains.  Product destroyed under signed waiver during inspection.","1143 ATLANTIC AVE
BROOKLYN, NY 11216
(40.678915, -73.953581)",27248
"9113","KINGS BAISLEY C-STORE","Queens","C",2019-01-30,"BOLLA OPERATING CORP","168-07 BAISLEY BLVD","JAMAICA","NY",11434,"03D","-  Handwash sink in the toilet room lacks hot water.  Temperature at tap is 56°F.","168-07 BAISLEY BLVD
JAMAICA, NY 11434
(40.68038, -73.775179)",21712
"9114","KINGS BAY MOBIL","Kings","A",2018-06-14,"BOLLA OPERATING CORP","5025 BAY PKWY #","BROOKLYN","NY",11230,"","","5025 BAY PKWY #
BROOKLYN, NY 11230
(40.621402, -73.974846)",8732
"9115","KINGS BAY&HANNA C-STORE","Richmond","A",2018-08-01,"BOLLA OPERATING CORP","231 BAY ST #","STATEN ISLAND","NY",10301,"","","231 BAY ST #
STATEN ISLAND, NY 10301
(40.636202, -74.075979)",15844
"9116","KINGS BRENTWOOD C-STORE","Suffolk","A",2018-06-04,"BOLLA OPERATING LI CORP","750 MOTOR PKWY","BRENTWOOD","NY",11717,"","","750 MOTOR PKWY
BRENTWOOD, NY 11717
(40.806273, -73.233914)",16987
"9117","KINGS BRIDGE MARKET","Bronx","A",2018-10-19,"KINGS BRIDGE MARKET INC","30 W KINGSBRIDGE RD","BRONX","NY",10468,"","","30 W KINGSBRIDGE RD
BRONX, NY 10468
(40.86773, -73.898761)",7448
"9118","KINGS CALVERTON C-STORE","Suffolk","A",2018-11-16,"BOLLA OPERATING LI CORP","3705 MIDDLE COUNTRY RD #","CALVERTON","NY",11933,"","","3705 MIDDLE COUNTRY RD #
CALVERTON, NY 11933
(40.926472, -72.745847)",17018
"9119","KINGS CARMEN C STORE","Nassau","A",2018-11-21,"BOLLA OPERATING LI CORP","865 CARMAN AVE","WESTBURY","NY",11590,"","","865 CARMAN AVE
WESTBURY, NY 11590
(40.748006, -73.552495)",12397
"9120","KINGS CEDARHURST CAR CA","Nassau","A",2019-01-24,"BOLLA OPERATING LI CORP","360 ROCKAWAY TPKE","CEDARHURST","NY",11516,"","","360 ROCKAWAY TPKE
CEDARHURST, NY 11516
(40.625343, -73.735954)",12785
"9121","KINGS CONEY BP","Kings","C",2018-08-01,"BOLLA OPERATING CORP","2624 CONEY ISLAND AVE #","BROOKLYN","NY",11223,"04H","-  Equipment cleaning or sanitizing facilities for establishment are inadequate as follows: hot water is not available. The temperature at tap is 76*F; the sanitizing solution is not available to properly clean and sanitize the equipment and utensils","2624 CONEY ISLAND AVE #
BROOKLYN, NY 11223
(40.592646, -73.960827)",27694
"9122","KINGS CONEY P MOBIL","Kings","A",2018-06-12,"BOLLA OPERATING CORP","1935 CONEY ISLAND AVE","BROOKLYN","NY",11230,"","","1935 CONEY ISLAND AVE
BROOKLYN, NY 11230
(40.610339, -73.962392)",8802
"9123","KINGS CONVENIENCE NY","Kings","A",2018-04-19,"KINGS CONVENIENCE NY INC","1932 KINGS HWY","BROOKLYN","NY",11229,"","","1932 KINGS HWY
BROOKLYN, NY 11229
(40.610568, -73.953845)",10252
"9124","KINGS CONVIENCE","Kings","A",2018-06-05,"KINGS CONVIENCE CORP","1426 KINGS HWY","BROOKLYN","NY",11229,"","","1426 KINGS HWY
BROOKLYN, NY 11229
(40.608658, -73.958509)",10961
"9125","KINGS COPAIGUE C STORE","Suffolk","A",2018-09-27,"BOLLA OPERATING LI CORP","1201 SUNRISE HWY","COPIAGUE","NY",11726,"","","1201 SUNRISE HWY
COPIAGUE, NY 11726
(40.692326, -73.39757)",17039
"9126","KINGS CORAM C-STORE","Suffolk","A",2018-06-18,"BOLLA OPERATING LI CORP","372 MIDDLE COUNTRY RD","CORAM","NY",11727,"","","372 MIDDLE COUNTRY RD
CORAM, NY 11727
(40.86944, -73.000136)",16150
"9127","KINGS CROSSBAY SUNOCO","Queens","A",2018-09-05,"BOLLA OPERATING CORP","135-45 CROSSBAY BLVD #","OZONE PARK","NY",11417,"","","135-45 CROSSBAY BLVD #
OZONE PARK, NY 11417
(40.672544, -73.843166)",4204
